Table S1e Top ranked cell type-expressed genes based on human data					
					
Zhang2016_rank	Darmanis2015_rank	grand_rank	gene	Celltype	
89	533	311	KIF1B	neu	
309	314	311.5	SNAP91	neu	
127	501	314	DLG2	neu	
459	171	315	PEBP1	neu	
201	432	316.5	GLS	neu	
83	551	317	HSP90B1	neu	
258	378	318	CCND2	neu	
165	473	319	SLC8A1	neu	
198	443	320.5	CYCS	neu	
253	388	320.5	ZNF638	neu	
441.5	200	320.75	NKTR	neu	
252	399	325.5	CAMTA1	neu	
446.5	207	326.75	MORF4L2	neu	
272.5	382	327.25	GRIA1	neu	
404	252	328	SOD1	neu	
562.5	102	332.25	VIP	neu	
327	338	332.5	LDHA	neu	
425.5	243	334.25	ANKRD12	neu	
91	594	342.5	KIAA1109	neu	
335	351	343	KMT2C	neu	
407	286	346.5	CPEB4	neu	
556	140	348	SRSF3	neu	
341.5	356	348.75	PRKAR1A	neu	
257	448	352.5	KIF3A	neu	
236.5	470	353.25	ARHGAP5	neu	
195	513	354	LANCL1	neu	
227.5	482	354.75	OLFM1	neu	
161	549	355	LRP1B	neu	
350	364	357	EIF1	neu	
538	177	357.5	LIMCH1	neu	
322.5	405	363.75	NAPB	neu	
122	608	365	CCNI	neu	
306	426	366	BEX2	neu	
479	260	369.5	SET	neu	
464.5	276	370.25	MLLT11	neu	
502	241	371.5	SRSF11	neu	
570	174	372	WSB1	neu	
393.5	354	373.75	NRIP3	neu	
577.5	170	373.75	SRP14	neu	
233	515	374	EIF4G3	neu	
38	715	376.5	APP	neu	
560	193	376.5	PPP3CA	neu	
126	628	377	CSRNP3	neu	
381.5	375	378.25	RAPGEF2	neu	
376	384	380	ZNF292	neu	
294.5	469	381.75	RANBP2	neu	
279	486	382.5	CADPS	neu	
177	588	382.5	KIF5C	neu	
553	212	382.5	NAP1L1	neu	
443	323	383	TMSB4X	neu	
622	147	384.5	HNRNPH1	neu	
259	519	389	CELF2	neu	
427.5	352	389.75	CHD9	neu	
68	717	392.5	GRIN2B	neu	
352	434	393	CDS2	neu	
550.5	236	393.25	PDS5B	neu	
485.5	302	393.75	SLC35F1	neu	
219	569	394	PHYHIPL	neu	
409	380	394.5	SON	neu	
163.5	627	395.25	GPM6B	neu	
318.5	474	396.25	OIP5-AS1	neu	
298	497	397.5	ABAT	neu	
291	504	397.5	PROX1	neu	
316	480	398	SLC38A2	neu	
463	336	399.5	UBE3A	neu	
162	641	401.5	NF1	neu	
325	479	402	SERINC3	neu	
792.5	13	402.75	FAM107A	neu	
363.5	442	402.75	SFPQ	neu	
248	558	403	LRRC7	neu	
690.5	122	406.25	SRSF6	neu	
174.5	640	407.25	CSDE1	neu	
266.5	548	407.25	TOP2B	neu	
116	700	408	AAK1	neu	
243	573	408	SRSF5	neu	
534	284	409	KIAA1467	neu	
496	324	410	RUFY3	neu	
470.5	350	410.25	KMT2E	neu	
788	42	415	PPP1CB	neu	
693.5	137	415.25	GOLM1	neu	
370.5	461	415.75	GPRASP1	neu	
81	753	417	KIT	neu	
222	613	417.5	SLC38A1	neu	
427.5	408	417.75	DSTN	neu	
300	536	418	SIPA1L1	neu	
223	617	420	TMEM132B	neu	
167	675	421	NCKAP1	neu	
246	597	421.5	HNRNPA1	neu	
80	764	422	GRIN2A	neu	
627.5	217	422.25	COX6C	neu	
527	322	424.5	RAB7A	neu	
283.5	567	425.25	KCNMA1	neu	
339	516	427.5	UBR3	neu	
496	361	428.5	PGK1	neu	
411	456	433.5	KIFAP3	neu	
238	630	434	ARL4C	neu	
472.5	396	434.25	BRWD1	neu	
185.5	683	434.25	RAB6A	neu	
225.5	644	434.75	CAMK2N1	neu	
345	525	435	PAK3	neu	
380	492	436	TMBIM6	neu	
142	731	436.5	DKK3	neu	
264.5	610	437.25	VPS13C	neu	
333	547	440	XRCC5	neu	
204.5	678	441.25	PNMAL1	neu	
347	537	442	DDX6	neu	
589.5	295	442.25	FGF14	neu	
455.5	429	442.25	OSBPL1A	neu	
149	737	443	ATP1A1	neu	
400.5	490	445.25	ARNT2	neu	
363.5	527	445.25	NPM1	neu	
436.5	454	445.25	REV3L	neu	
430	466	448	TAX1BP1	neu	
262.5	642	452.25	TERF2IP	neu	
302	604	453	RPL5	neu	
712.5	194	453.25	SERPINI1	neu	
214	695	454.5	FRRS1L	neu	
512.5	397	454.75	DNM1L	neu	
331	581	456	R3HDM1	neu	
419	493	456	SLC39A10	neu	
270	646	458	ASH1L	neu	
591	325	458	ATP1B2	neu	
111.5	805	458.25	SEPT3	neu	
759	161	460	ATP6V1E1	neu	
429	494	461.5	VAPA	neu	
350	574	462	JMJD1C	neu	
298	635	466.5	MAPK10	neu	
320	619	469.5	CSMD3	neu	
313.5	626	469.75	BAI3	neu	
445	498	471.5	RAN	neu	
353	591	472	WHSC1L1	neu	
480.5	464	472.25	BPTF	neu	
421.5	523	472.25	DDX3X	neu	
403	544	473.5	ARPP19	neu	
415	532	473.5	HNRNPC	neu	
677.5	272	474.75	CAMK2D	neu	
328	624	476	HSPD1	neu	
565.5	391	478.25	SUB1	neu	
482	475	478.5	RASAL2	neu	
310.5	647	478.75	RCAN2	neu	
669	289	479	TNRC6B	neu	
544.5	414	479.25	RPL21	neu	
217	742	479.5	CAMSAP2	neu	
512.5	447	479.75	QKI	neu	
538	424	481	CTNNB1	neu	
619	345	482	TARBP1	neu	
570	403	486.5	RPS25	neu	
277	701	489	USP9X	neu	
343.5	637	490.25	MTURN	neu	
294.5	688	491.25	FAM49A	neu	
264.5	720	492.25	NTRK3	neu	
476	524	500	DPP6	neu	
51	951	501	INPP5F	neu	
612	392	502	SRSF2	neu	
249	760	504.5	SCG3	neu	
301	711	506	EDIL3	neu	
745.5	270	507.75	GLG1	neu	
450	566	508	ACSL3	neu	
570	446	508	TRIM9	neu	
207	812	509.5	NCAM2	neu	
347	676	511.5	RYR2	neu	
211	816	513.5	G3BP2	neu	
562.5	465	513.75	CAP2	neu	
483	545	514	HSPA9	neu	
731	300	515.5	VDAC3	neu	
641.5	390	515.75	PFN2	neu	
184	848	516	DOCK10	neu	
202	832	517	CBX5	neu	
388	649	518.5	HSPA5	neu	
770	267	518.5	KCNQ1OT1	neu	
105	936	520.5	AKAP11	neu	
385.5	657	521.25	LARP1	neu	
868.5	182	525.25	KIAA2026	neu	
224	831	527.5	ADRBK2	neu	
636	420	528	EPM2AIP1	neu	
145	913	529	MRFAP1	neu	
619	440	529.5	RABGAP1L	neu	
547.5	514	530.75	SEC62	neu	
856	208	532	PTEN	neu	
269	797	533	CAND1	neu	
416.5	650	533.25	GOLGB1	neu	
509	560	534.5	PUM2	neu	
192	882	537	ATP6V0A1	neu	
268	807	537.5	PSD3	neu	
490	587	538.5	PLK2	neu	
671.5	406	538.75	TP53BP1	neu	
529	552	540.5	HP1BP3	neu	
137	945	541	PAFAH1B1	neu	
745.5	343	544.25	AP1S2	neu	
788	301	544.5	RPS6	neu	
598	496	547	GABARAPL2	neu	
687	411	549	RIMS2	neu	
920	180	550	PAFAH1B2	neu	
467.5	636	551.75	DNAJB1	neu	
55	1051	553	TMOD2	neu	
773.5	342	557.75	BEX4	neu	
229.5	886	557.75	SESN3	neu	
693.5	422	557.75	SRSF7	neu	
518.5	600	559.25	TTLL7	neu	
491	629	560	ZC3H13	neu	
374	747	560.5	HECTD1	neu	
1095.5	34	564.75	CTNND2	neu	
939	191	565	H3F3B	neu	
515.5	616	565.75	LRPPRC	neu	
556	578	567	THSD7A	neu	
196.5	940	568.25	NUCKS1	neu	
657.5	481	569.25	NCALD	neu	
577.5	562	569.75	PHF3	neu	
601	543	572	GRIA4	neu	
633	511	572	UQCRB	neu	
1074.5	87	580.75	OMG	neu	
315	853	584	HUWE1	neu	
607	563	585	NECAP1	neu	
393.5	779	586.25	BIRC6	neu	
745.5	427	586.25	ZFAND5	neu	
667	506	586.5	HINT1	neu	
663.5	510	586.75	MAGI1	neu	
232	942	587	WNK1	neu	
565.5	609	587.25	SCD5	neu	
496	681	588.5	ZNF385D	neu	
288.5	897	592.75	NCOA1	neu	
1074.5	111	592.75	TBL1XR1	neu	
286	900	593	PIK3R1	neu	
966.5	221	593.75	DAAM1	neu	
542.5	651	596.75	SORL1	neu	
370.5	824	597.25	ANKS1B	neu	
757	439	598	VDAC2	neu	
405.5	793	599.25	PTPRZ1	neu	
911.5	288	599.75	SRP9	neu	
835	365	600	GHITM	neu	
242	961	601.5	SCN3B	neu	
645.5	559	602.25	ZNF91	neu	
538	667	602.5	ENC1	neu	
339	870	604.5	ANKRD17	neu	
367	844	605.5	SPIN1	neu	
1197	16	606.5	ARMCX3	neu	
541	674	607.5	BOD1L1	neu	
660	556	608	GOT1	neu	
261	957	609	TAOK1	neu	
532.5	687	609.75	PSIP1	neu	
1083	142	612.5	MT-ND6	neu	
278	949	613.5	DMXL2	neu	
616	618	617	ARHGEF7	neu	
603	632	617.5	USP47	neu	
835	401	618	SUGT1	neu	
785	452	618.5	PHIP	neu	
262.5	975	618.75	NELL2	neu	
647.5	590	618.75	SSR1	neu	
636	606	621	UBR5	neu	
879.5	370	624.75	FBXW7	neu	
423.5	829	626.25	TNKS	neu	
802	451	626.5	RAP1GDS1	neu	
236.5	1024	630.25	SCRN1	neu	
527	739	633	UQCRC2	neu	
675	596	635.5	TSPYL2	neu	
734	540	637	YPEL5	neu	
639	638	638.5	COX7C	neu	
467.5	813	640.25	NREP	neu	
374	907	640.5	YWHAQ	neu	
317	967	642	ALCAM	neu	
439.5	846	642.75	PPP2R2B	neu	
745.5	542	643.75	CNBP	neu	
235	1055	645	SYNJ1	neu	
434.5	860	647.25	RPL4	neu	
556	740	648	ROBO2	neu	
396	901	648.5	BLCAP	neu	
770	529	649.5	CIT	neu	
203	1097	650	PWAR5	neu	
782	521	651.5	FTO	neu	
378.5	925	651.75	ABLIM1	neu	
792.5	520	656.25	RB1CC1	neu	
325	990	657.5	KCNB1	neu	
603	712	657.5	SRGAP3	neu	
291	1026	658.5	MAPK1	neu	
806	512	659	VPS35	neu	
901	419	660	PAPOLA	neu	
627.5	693	660.25	STXBP5L	neu	
861	463	662	NECAB1	neu	
431	894	662.5	CKAP5	neu	
624.5	702	663.25	DMD	neu	
139	1188	663.5	CDKL5	neu	
254.5	1073	663.75	DICER1	neu	
146.5	1184	665.25	DNAJC6	neu	
464.5	868	666.25	KCTD16	neu	
959.5	374	666.75	ANKRD36C	neu	
410	926	668	TOMM20	neu	
140.5	1196	668.25	GLUL	neu	
878	459	668.5	GOLGA4	neu	
476	865	670.5	OSBPL8	neu	
994	347	670.5	TCERG1	neu	
1277	67	672	FBXO21	neu	
559	786	672.5	CDH13	neu	
275	1070	672.5	PARM1	neu	
423.5	923	673.25	SLC25A3	neu	
598	751	674.5	PAM	neu	
419	931	675	VDAC1	neu	
502	854	678	SCN3A	neu	
343.5	1013	678.25	ZNF483	neu	
535	822	678.5	ATXN7L3B	neu	
785	572	678.5	NEAT1	neu	
890	467	678.5	TCP1	neu	
759	601	680	OCIAD1	neu	
595	767	681	RSF1	neu	
641.5	721	681.25	LGI1	neu	
520.5	842	681.25	LMO3	neu	
675	696	685.5	UBE2D3	neu	
926.5	445	685.75	NHP2L1	neu	
971.5	400	685.75	POLR2B	neu	
627.5	746	686.75	ADCY2	neu	
644	732	688	EPS15	neu	
298	1080	689	FRY	neu	
396	982	689	PRKCB	neu	
966.5	413	689.75	MED13L	neu	
837	546	691.5	RBM5	neu	
476	910	693	SMG1	neu	
895.5	491	693.25	PTMA	neu	
339	1053	696	RHOA	neu	
405.5	987	696.25	ROCK2	neu	
861	534	697.5	SRPK2	neu	
725.5	671	698.25	CDC42	neu	
1134	263	698.5	SNCA	neu	
592	806	699	SYT4	neu	
696.5	705	700.75	PLEKHA1	neu	
1002.5	402	702.25	MIAT	neu	
702	703	702.5	GUCY1B3	neu	
434.5	974	704.25	NAP1L5	neu	
1064	348	706	ATP6AP2	neu	
552	861	706.5	PRKCA	neu	
690.5	723	706.75	CSMD1	neu	
1296.5	120	708.25	TUBB2A	neu	
753.5	666	709.75	SATB1	neu	
114	1306	710	TPT1	neu	
707	714	710.5	KIAA1244	neu	
598	823	710.5	TACC1	neu	
822.5	605	713.75	TTC37	neu	
844	584	714	GPR155	neu	
159.5	1269	714.25	LONRF2	neu	
467.5	965	716.25	PRKDC	neu	
951	483	717	PSAP	neu	
707	729	718	TNRC6A	neu	
587	849	718	U2SURP	neu	
645.5	794	719.75	RAD21	neu	
383.5	1057	720.25	SORT1	neu	
924	517	720.5	SPOCK3	neu	
1015.5	431	723.25	PPM1K	neu	
1214	233	723.5	ALDOC	neu	
1322.5	130	726.25	CLU	neu	
937	518	727.5	TUB	neu	
799.5	656	727.75	TMEM106B	neu	
1030.5	430	730.25	ARL6IP5	neu	
282	1180	731	BMPR2	neu	
675	787	731	NPTN	neu	
1064	398	731	SBNO1	neu	
308	1158	733	LPPR4	neu	
355	1113	734	NDFIP1	neu	
378.5	1091	734.75	MAP4	neu	
633	837	735	SPAG9	neu	
762.5	709	735.75	C5ORF42	neu	
408	1068	738	CLIP3	neu	
1030.5	449	739.75	PTK2	neu	
743	738	740.5	ZBTB38	neu	
861	621	741	ARIH1	neu	
1214	269	741.5	N4BP2L2	neu	
1040	444	742	PPIP5K2	neu	
630.5	857	743.75	PLP1	neu	
762.5	727	744.75	NEDD4L	neu	
907	583	745	ZNF207	neu	
779	713	746	ADD2	neu	
818.5	677	747.75	RGS4	neu	
619	880	749.5	ATP5F1	neu	
607	892	749.5	NCOR1	neu	
917	586	751.5	POGZ	neu	
414	1093	753.5	USP24	neu	
1183.5	326	754.75	PPP1R12A	neu	
32	1479	755.5	GAD2	neu	
396	1115	755.5	WAC	neu	
510	1002	756	EIF5	neu	
650.5	862	756.25	KALRN	neu	
959.5	554	756.75	SLIT2	neu	
818.5	698	758.25	EPHA4	neu	
741	776	758.5	SCAMP1	neu	
582	938	760	ATP5G3	neu	
959.5	561	760.25	USP33	neu	
671.5	867	769.25	ADAR	neu	
1054	487	770.5	BNIP3L	neu	
964	577	770.5	KIAA0232	neu	
312	1229	770.5	OPCML	neu	
612	930	771	DTNA	neu	
450	1094	772	OXCT1	neu	
861	684	772.5	NEBL	neu	
562.5	985	773.75	REEP1	neu	
347	1208	777.5	SGIP1	neu	
865	691	778	FUBP1	neu	
955	603	779	ZRANB2	neu	
103	1457	780	ST8SIA3	neu	
400.5	1160	780.25	UBR4	neu	
362	1199	780.5	MAP1LC3B	neu	
313.5	1248	780.75	CNTNAP4	neu	
412.5	1152	782.25	GRIA3	neu	
876.5	692	784.25	FMNL2	neu	
388	1182	785	TNR	neu	
617	954	785.5	NARS	neu	
1040	531	785.5	PCMT1	neu	
667	908	787.5	MAGED1	neu	
478	1102	790	ACTR2	neu	
1007	576	791.5	CADM1	neu	
598	989	793.5	KIAA1598	neu	
1221	372	796.5	PLEKHB2	neu	
208	1386	797	TIMP2	neu	
1499	96	797.5	RPL22	neu	
660	935	797.5	SETD2	neu	
920	679	799.5	GPBP1	neu	
256	1347	801.5	KCNQ3	neu	
1328.5	275	801.75	CLK1	neu	
462	1142	802	FHL1	neu	
402	1203	802.5	SEPT11	neu	
1101.5	507	804.25	ANKRD36	neu	
452.5	1159	805.75	TGOLN2	neu	
1023.5	589	806.25	MPHOSPH8	neu	
717	896	806.5	SEZ6L	neu	
776	843	809.5	ADCYAP1R1	neu	
1040	580	810	HSBP1	neu	
650.5	970	810.25	SV2A	neu	
144	1477	810.5	LRRTM2	neu	
891	733	812	KTN1	neu	
983	643	813	PPIG	neu	
1221	407	814	HMGB1	neu	
1157	472	814.5	RICTOR	neu	
1203.5	428	815.75	ENAH	neu	
377	1257	817	USP34	neu	
1467	169	818	TPI1	neu	
556	1081	818.5	RAB1A	neu	
1262.5	376	819.25	CHORDC1	neu	
873	769	821	RBBP6	neu	
504.5	1140	822.25	CLCN3	neu	
390	1262	826	RAC1	neu	
1373.5	279	826.25	RPL3	neu	
699	956	827.5	CCSAP	neu	
888	768	828	CHGB	neu	
873	785	829	ARID5B	neu	
1638.5	22	830.25	CACYBP	neu	
1343.5	321	832.25	ARGLU1	neu	
828.5	839	833.75	PPP1R9A	neu	
799.5	873	836.25	PPA1	neu	
118	1559	838.5	NMNAT2	neu	
699	983	841	RPL37	neu	
831.5	852	841.75	TMEM245	neu	
310.5	1374	842.25	INA	neu	
951	734	842.5	ABI1	neu	
712.5	973	842.75	FLRT2	neu	
515.5	1174	844.75	HNRNPH3	neu	
682	1011	846.5	YLPM1	neu	
1399.5	294	846.75	OAT	neu	
766	928	847	ADD3	neu	
687	1009	848	CDC42SE2	neu	
221	1475	848	GABRB3	neu	
704.5	992	848.25	PLS3	neu	
622	1075	848.5	CLIP1	neu	
782	920	851	ZFR	neu	
1162.5	541	851.75	TIA1	neu	
287	1417	852	DOCK9	neu	
1322.5	386	854.25	ARID4A	neu	
1568.5	141	854.75	COX6A1	neu	
684.5	1031	857.75	PURA	neu	
806	912	859	EPB41L3	neu	
293	1427	860	GAS7	neu	
1666	56	861	ARHGAP20	neu	
436.5	1288	862.25	HNRNPA3	neu	
614	1111	862.5	PPFIA2	neu	
825	903	864	SLC25A4	neu	
506	1227	866.5	TANC2	neu	
1034.5	699	866.75	ATP6V1D	neu	
1310.5	423	866.75	PPP6R3	neu	
924	811	867.5	MTSS1	neu	
1015.5	724	869.75	SAR1B	neu	
1485	256	870.5	ARRDC3	neu	
624.5	1117	870.75	CEP350	neu	
455.5	1286	870.75	NDUFS1	neu	
813.5	929	871.25	MDN1	neu	
254.5	1489	871.75	RPL9	neu	
532.5	1216	874.25	HMP19	neu	
217	1533	875	WDFY3	neu	
1047	704	875.5	SLC25A5	neu	
584.5	1167	875.75	ATP6V1C1	neu	
734	1018	876	SLC4A8	neu	
1579	175	877	MARCKS	neu	
518.5	1236	877.25	RALGAPA1	neu	
584.5	1173	878.75	CREG2	neu	
818.5	941	879.75	IDI1	neu	
630.5	1130	880.25	KLHL42	neu	
493	1271	882	SLC2A13	neu	
895.5	878	886.75	HDAC9	neu	
907	869	888	BAZ2B	neu	
1287.5	495	891.25	AMER2	neu	
776	1007	891.5	ZDHHC21	neu	
1296.5	489	892.75	AGTPBP1	neu	
715.5	1074	894.75	PGAP1	neu	
305	1486	895.5	RPH3A	neu	
792.5	1000	896.25	GRIK1	neu	
472.5	1322	897.25	ROBO1	neu	
657.5	1138	897.75	TRA2B	neu	
368	1428	898	RPL31	neu	
1088.5	708	898.25	TSPAN3	neu	
524	1277	900.5	ZNF106	neu	
1247.5	555	901.25	DCUN1D4	neu	
1074.5	728	901.25	EIF4E	neu	
809.5	994	901.75	FSTL5	neu	
842	962	902	PTPN4	neu	
792.5	1012	902.25	CHD2	neu	
1183.5	622	902.75	RAB18	neu	
272.5	1534	903.25	ATP9A	neu	
647.5	1163	905.25	HELZ	neu	
989.5	826	907.75	ADNP	neu	
502	1314	908	PCDH10	neu	
721.5	1096	908.75	NEGR1	neu	
515.5	1304	909.75	RPL23	neu	
779	1041	910	TNIK	neu	
239	1587	913	ATP8A1	neu	
359.5	1467	913.25	AFF4	neu	
1683.5	144	913.75	TLK1	neu	
985.5	845	915.25	CCT6A	neu	
888	943	915.5	RAB2A	neu	
1178.5	653	915.75	SREK1	neu	
460	1372	916	TTN	neu	
1739.5	93	916.25	RHEB	neu	
693.5	1144	918.75	KCND3	neu	
997.5	841	919.25	SAP18	neu	
1382	458	920	SARS	neu	
702	1139	920.5	FRYL	neu	
943	899	921	RASA1	neu	
770	1072	921	UQCRH	neu	
920	924	922	RIF1	neu	
577.5	1268	922.75	MAN1A2	neu	
712.5	1136	924.25	C14ORF2	neu	
997.5	851	924.25	PFDN5	neu	
398.5	1454	926.25	VSTM2A	neu	
792.5	1061	926.75	EIF4B	neu	
1262.5	593	927.75	ARID4B	neu	
1112	744	928	MT-ND3	neu	
598	1258	928	PAK1	neu	
527	1331	929	EFR3A	neu	
739.5	1120	929.75	SORBS1	neu	
1666	195	930.5	C6ORF62	neu	
1088.5	773	930.75	PEX5L	neu	
818.5	1044	931.25	SETD5	neu	
1146	719	932.5	COX7B	neu	
1183.5	685	934.25	VEZT	neu	
1810	59	934.5	NDUFB9	neu	
438	1442	940	MKL2	neu	
901	979	940	PPM1A	neu	
1579	308	943.5	PTGES3	neu	
873	1015	944	DDX1	neu	
679.5	1209	944.25	PCYOX1	neu	
610	1279	944.5	ZC3H11A	neu	
951	939	945	TMEM59	neu	
876.5	1016	946.25	SNX27	neu	
1112	781	946.5	TXNL1	neu	
766	1131	948.5	ATXN10	neu	
383.5	1516	949.75	THRB	neu	
1247.5	663	955.25	NPEPPS	neu	
785	1128	956.5	DMTF1	neu	
983	932	957.5	DNAJB6	neu	
852.5	1067	959.75	FXR1	neu	
1122	799	960.5	GPATCH2L	neu	
603	1319	961	CNTNAP2	neu	
381.5	1541	961.25	KIAA1549L	neu	
901	1022	961.5	SLITRK4	neu	
487	1439	963	GABRA4	neu	
1047	883	965	DZIP3	neu	
932	999	965.5	RGS5	neu	
1152	784	968	PPP2R5C	neu	
1893.5	43	968.25	SSB	neu	
455.5	1488	971.75	SCN8A	neu	
1058.5	891	974.75	RBM26	neu	
1416.5	538	977.25	C11ORF58	neu	
980	977	978.5	NDRG3	neu	
727.5	1230	978.75	EPB41L1	neu	
151	1808	979.5	ADAM22	neu	
828.5	1135	981.75	FNBP1L	neu	
667	1299	983	CACNB4	neu	
1277	697	987	LONP2	neu	
671.5	1308	989.75	ATP2C1	neu	
737.5	1246	991.75	MIA3	neu	
1019.5	966	992.75	SLC25A12	neu	
587	1403	995	PNMA1	neu	
1171	821	996	ELAVL4	neu	
1112	881	996.5	NEMF	neu	
1748.5	245	996.75	ETNK1	neu	
833	1161	997	DOCK3	neu	
374	1620	997	SACS	neu	
1923.5	76	999.75	RBSN	neu	
997.5	1003	1000.25	DDAH1	neu	
641.5	1359	1000.25	LYST	neu	
959.5	1043	1001.25	CCT8	neu	
1101.5	905	1003.25	EPRS	neu	
547.5	1465	1006.25	CAMK4	neu	
531	1483	1007	GNAQ	neu	
544.5	1473	1008.75	OLA1	neu	
441.5	1576	1008.75	SYN2	neu	
357.5	1664	1010.75	AK5	neu	
499.5	1523	1011.25	MPDZ	neu	
1544.5	478	1011.25	RUNX1T1	neu	
742	1281	1011.5	CLOCK	neu	
702	1325	1013.5	GNB1	neu	
1666	369	1017.5	UBR2	neu	
307	1729	1018	SGK1	neu	
825	1211	1018	SSBP2	neu	
1247.5	790	1018.75	HDGFRP3	neu	
1347.5	690	1018.75	TAC3	neu	
1624.5	415	1019.75	THRAP3	neu	
729	1311	1020	ITFG1	neu	
1262.5	780	1021.25	BCAT1	neu	
806	1241	1023.5	ARHGAP26	neu	
901	1155	1028	NAPG	neu	
825	1231	1028	SEMA6D	neu	
1197	859	1028	SUCLA2	neu	
577.5	1480	1028.75	ASTN1	neu	
1166.5	893	1029.75	PHF20L1	neu	
412.5	1648	1030.25	TRIP12	neu	
914	1148	1031	DAZAP2	neu	
907	1156	1031.5	ANKH	neu	
1728	335	1031.5	TMEM33	neu	
1007	1058	1032.5	SEC31A	neu	
977	1089	1033	AMPH	neu	
989.5	1079	1034.25	STXBP5	neu	
1287.5	783	1035.25	ASNS	neu	
721.5	1352	1036.75	FNDC3A	neu	
1416.5	658	1037.25	NUDT3	neu	
749	1327	1038	CCNL1	neu	
547.5	1530	1038.75	PRDM2	neu	
856	1222	1039	DOPEY1	neu	
636	1444	1040	PDE4DIP	neu	
622	1459	1040.5	AP1G1	neu	
504.5	1578	1041.25	FUT9	neu	
856	1228	1042	ZMYM2	neu	
1171	917	1044	IARS	neu	
1083	1008	1045.5	GCC2	neu	
766	1326	1046	ACSL6	neu	
1277	820	1048.5	MYH10	neu	
272.5	1828	1050.25	KCNC2	neu	
1666	435	1050.5	CACNB2	neu	
1303.5	798	1050.75	ATP5C1	neu	
753.5	1348	1050.75	RCN2	neu	
587	1517	1052	TMEFF2	neu	
1007	1099	1053	ERC2	neu	
1128.5	978	1053.25	ARPC2	neu	
1242	866	1054	DDHD1	neu	
1973.5	136	1054.75	RAB21	neu	
725.5	1384	1054.75	TRIM33	neu	
873	1239	1056	KPNA4	neu	
1064	1050	1057	ATP5L	neu	
1268	847	1057.5	HNRNPR	neu	
968.5	1147	1057.75	MAST4	neu	
1387	730	1058.5	ARL8B	neu	
1906	211	1058.5	EIF4H	neu	
828.5	1290	1059.25	RGS2	neu	
1283	836	1059.5	RYR3	neu	
792.5	1328	1060.25	GNAI1	neu	
838.5	1284	1061.25	EIF3A	neu	
709.5	1415	1062.25	ZYG11B	neu	
655	1470	1062.5	RPS27A	neu	
1409.5	716	1062.75	DNAJA2	neu	
724	1404	1064	HNRNPK	neu	
1393	736	1064.5	PLEKHA5	neu	
802	1330	1066	TMEM30A	neu	
1148.5	984	1066.25	EIF1AX	neu	
638	1497	1067.5	VPS13D	neu	
1012	1124	1068	NEFL	neu	
1336	801	1068.5	MYL6	neu	
359.5	1781	1070.25	LPHN3	neu	
1436	706	1071	FEZ1	neu	
848	1294	1071	GNG2	neu	
907	1235	1071	PSMD1	neu	
1023.5	1123	1073.25	ELAVL2	neu	
432	1715	1073.5	PEA15	neu	
1499	648	1073.5	SCOC	neu	
813.5	1335	1074.25	LARS	neu	
1485	664	1074.5	HERPUD1	neu	
926.5	1225	1075.75	TM9SF2	neu	
1242	914	1078	TROVE2	neu	
570	1589	1079.5	TRIM44	neu	
773.5	1387	1080.25	CNRIP1	neu	
355	1807	1081	SRRM2	neu	
865	1298	1081.5	NAV3	neu	
974.5	1193	1083.75	ASAP1	neu	
721.5	1447	1084.25	STX7	neu	
968.5	1202	1085.25	CDC5L	neu	
1343.5	827	1085.25	PIAS2	neu	
577.5	1598	1087.75	ATP2B2	neu	
943	1234	1088.5	MGST3	neu	
1336	850	1093	ATP5J	neu	
1436	750	1093	KIAA1217	neu	
989.5	1197	1093.25	TIAM1	neu	
955	1233	1094	CRYAB	neu	
1427.5	770	1098.75	GPHN	neu	
507.5	1690	1098.75	LRRC8B	neu	
550.5	1649	1099.75	PPP2CA	neu	
650.5	1549	1099.75	RAPGEF4	neu	
332	1871	1101.5	HECTD4	neu	
515.5	1693	1104.25	PRUNE2	neu	
1537.5	672	1104.75	ELP2	neu	
1262.5	953	1107.75	DNAJB14	neu	
1728	502	1115	HNRNPH2	neu	
1474	756	1115	RBMX	neu	
994	1237	1115.5	UBR1	neu	
2191	45	1118	SAR1A	neu	
983	1254	1118.5	NDUFA10	neu	
1404.5	833	1118.75	MARK3	neu	
1101.5	1137	1119.25	ARPP21	neu	
1647	598	1122.5	PRDX3	neu	
1494	752	1123	AASDHPPT	neu	
1537.5	710	1123.75	PHKB	neu	
653	1599	1126	HTRA1	neu	
542.5	1711	1126.75	HIPK1	neu	
997.5	1260	1128.75	NUDT21	neu	
1047	1213	1130	C2CD5	neu	
1520	741	1130.5	SMARCA1	neu	
2095.5	166	1130.75	BAG4	neu	
951	1313	1132	GDI2	neu	
1506.5	766	1136.25	CTSB	neu	
770	1513	1141.5	MGA	neu	
1514	772	1143	H2AFZ	neu	
932	1356	1144	PIK3C3	neu	
797	1494	1145.5	SELT	neu	
907	1385	1146	PRKCE	neu	
736	1557	1146.5	PBX1	neu	
1499	795	1147	PTPRE	neu	
1514	782	1148	SRRM1	neu	
461	1835	1148	TCEAL4	neu	
1715.5	582	1148.75	CD200	neu	
1759	539	1149	CHP1	neu	
1436	863	1149.5	SCAPER	neu	
1485	815	1150	FNIP1	neu	
1986.5	317	1151.75	MTND2P28	neu	
1675	631	1153	NDUFA5	neu	
1310.5	996	1153.25	WWP1	neu	
844	1463	1153.5	NIPBL	neu	
682	1626	1154	WASF3	neu	
655	1655	1155	CACNA1E	neu	
