Table S1f Top ranked cell type-expressed genes based on mouse data						
						
Zhang2014_rank	Zeisel2014_rank	Tasic2016_rank	grand_rank	gene	Celltype	
1501	1296	611	1296	OXCT1	mic	
9557.5	971	1297	1297	CSPP1	mic	
1299	3449	654	1299	COPE	mic	
3395	1029	1299	1299	EXOC3	mic	
1139	1770	1300	1300	SMAD7	mic	
1188	1300	8201	1300	SRF	mic	
317	1899	1302	1302	DGKD	mic	
906	3693	1303	1303	GBA	mic	
3179	147	1304	1304	NRP1	mic	
567	2149	1305	1305	NPC1	mic	
1487	223	1306	1306	COX6B1	mic	
710	1306	5270	1306	DDOST	mic	
1306	752	1317	1306	LMO2	mic	
6977	1308	693	1308	GTF2A1	mic	
1971	1314	368	1314	HAVCR2	mic	
1314	980	9896	1314	NRGN	mic	
441	1317	1445	1317	PSMD8	mic	
1963	462	1319	1319	PIK3CG	mic	
16	1	2	2	MALAT1	neu	
5	14	3	5	SNHG11	neu	
52	7	4	7	CALM2	neu	
8	6	8	8	MT-CYB	neu	
246	11	1	11	SNAP25	neu	
11	12	20	12	HSP90AB1	neu	
20	2	12	12	MT-RNR2	neu	
38	5	14	14	CALM1	neu	
15	4	18	15	MT-ND1	neu	
4	17	16	16	MT-CO1	neu	
512	18	9	18	MDH1	neu	
26	10	19	19	GPM6A	neu	
64	20	15	20	ACTB	neu	
2	21	279	21	RN18S-RS5	neu	
24	39	17	24	MAP1B	neu	
25	13	265	25	APP	neu	
3	26	4193	26	LARS2	neu	
28	23	138	28	CPE	neu	
93	28	27	28	SERINC1	neu	
33	68	29	33	NDRG4	neu	
129	38	35	38	SLC25A4	neu	
39	25	115	39	MT-ND2	neu	
27	40	88	40	RTN1	neu	
380	41	6	41	DPYSL2	neu	
41	34	160	41	STMN2	neu	
43	130	34	43	YWHAE	neu	
50	22	48	48	TTC3	neu	
124	54	7	54	ALDOA	neu	
54	225	13	54	GNB1	neu	
6	483	54	54	TUBA1A	neu	
87	24	55	55	SYT1	neu	
57	1102	5	57	HSPA8	neu	
65	58	32	58	EIF4A2	neu	
37	59	127	59	ATP5B	neu	
62	61	3000	62	BASP1	neu	
166	63	10	63	ZWINT	neu	
389	31	65	65	ATP6V1A	neu	
210	67	30	67	NPY	neu	
140	65	67	67	SST	neu	
172	16	71	71	GRIA2	neu	
72	60	522	72	OLFM1	neu	
112	35	73	73	SYT11	neu	
197	75	22	75	NRXN1	neu	
76	297	33	76	GDI1	neu	
133	78	25	78	YWHAZ	neu	
34	80	662	80	YWHAG	neu	
4156	36	81	81	CHN1	neu	
81	90	68	81	MT-ND5	neu	
82	192	76	82	HNRNPA2B1	neu	
59	83	202	83	KIF1B	neu	
30	86	83	83	TUBB2A	neu	
85	103	72	85	ATP5A1	neu	
357	85	23	85	CNR1	neu	
47	87	684	87	CALM3	neu	
31	88	638	88	RTN3	neu	
9	100	92	92	EEF1A1	neu	
310	93	58	93	SPARCL1	neu	
98	15	95	95	MT-RNR1	neu	
1811	96	85	96	GRIN2B	neu	
67	282	98	98	PRKAR1A	neu	
443	99	45	99	ZCCHC12	neu	
102	92	415	102	RTN4	neu	
1097	104	70	104	SEPT7	neu	
105	71	153	105	SPTBN1	neu	
49	613	105	105	TUBB3	neu	
51	185	106	106	MAGED1	neu	
110	432	49	110	SLC6A1	neu	
111	55	154	111	MT-ND4	neu	
828	84	111	111	NSF	neu	
99	112	1475	112	GABBR1	neu	
649	77	112	112	PJA2	neu	
9121	114	64	114	GRIN2A	neu	
114	46	173	114	TMSB4Y	neu	
983	47	118	118	SUB1	neu	
6495	120	109	120	GABRA1	neu	
497	30	120	120	SCG5	neu	
120	1525	24	120	UBC	neu	
717	8	121	121	PPP3CA	neu	
289	110	122	122	CDC42	neu	
393	125	123	125	MATR3	neu	
1034	79	125	125	NAPB	neu	
270	126	21	126	TSPAN7	neu	
309	127	36	127	GAD1	neu	
131	624	86	131	HNRNPK	neu	
562	132	132	132	TPI1	neu	
1134	119	136	136	ATP6V1E1	neu	
871	137	56	137	ATP6AP2	neu	
60	138	1090	138	APLP1	neu	
1518	139	131	139	MAPK10	neu	
141	109	766	141	CELF4	neu	
1295	142	74	142	R3HDM1	neu	
877	143	77	143	RGS4	neu	
261	95	144	144	PFN2	neu	
144	655	26	144	PKM	neu	
8844	144	63	144	VIP	neu	
88	2292	146	146	PPIA	neu	
1466	147	37	147	MEF2C	neu	
148	97	424	148	YWHAB	neu	
73	153	834	153	GNAO1	neu	
175	49	155	155	TCF4	neu	
1052	141	156	156	ATP5C1	neu	
95	156	514	156	GAP43	neu	
156	3268	69	156	GAPDH	neu	
157	157	172	157	NCAM1	neu	
18	158	346	158	DDX5	neu	
451	159	110	159	SKP1	neu	
193	160	148	160	HSP90AA1	neu	
161	148	308	161	ANK3	neu	
330	162	47	162	CANX	neu	
1757	53	162	162	NDUFA4	neu	
162	873	104	162	USP22	neu	
163	102	260	163	ATP2A2	neu	
100	163	590	163	KIF5C	neu	
12	172	164	164	ATP1A3	neu	
164	314	103	164	PPP2R1A	neu	
664	52	167	167	CD47	neu	
409	118	168	168	ENO2	neu	
1158	169	78	169	GHITM	neu	
614	9	170	170	ATP2B1	neu	
963	170	57	170	SCG2	neu	
170	51	180	170	STMN3	neu	
222	154	171	171	RPL4	neu	
173	32	283	173	ATP1B1	neu	
174	174	416	174	CHL1	neu	
21	256	175	175	TUBB	neu	
3960	168	176	176	ATP6V1D	neu	
1597	180	40	180	LDHB	neu	
419	111	181	181	AKR1A1	neu	
3326	181	44	181	SERPINI1	neu	
312	48	182	182	NPTN	neu	
1210	183	59	183	ATP2B2	neu	
183	5515	142	183	RPL3	neu	
184	145	499	184	SV2A	neu	
185	29	494	185	PRNP	neu	
186	43	816	186	ITM2B	neu	
582	136	187	187	ARL6IP1	neu	
146	188	688	188	EGR1	neu	
279	107	188	188	SLC1A2	neu	
4467	190	190	190	ARPP21	neu	
190	94	823	190	SYN2	neu	
191	1376	87	191	INPP5F	neu	
63	1387	193	193	H3F3B	neu	
48	195	1074	195	NSG2	neu	
234	116	196	196	DCLK1	neu	
211	81	198	198	GPM6B	neu	
56	200	409	200	MAP2	neu	
75	8354	200	200	STMN1	neu	
202	173	207	202	CLTC	neu	
80	336	203	203	STXBP1	neu	
1058	204	151	204	CAPZA2	neu	
45	206	442	206	SPTAN1	neu	
513	208	140	208	CNTN1	neu	
208	196	1470	208	CSNK1A1	neu	
22	209	333	209	CLSTN1	neu	
204	812	210	210	GPI	neu	
967	203	211	211	RAB3C	neu	
934	214	116	214	ATP5F1	neu	
441	216	130	216	ATP6V1B2	neu	
394	108	217	217	ANK2	neu	
32	217	330	217	KIF1A	neu	
532	218	195	218	SLC24A2	neu	
160	220	383	220	MAP4	neu	
901	105	221	221	NRXN3	neu	
128	223	1329	223	SLC22A17	neu	
1218	224	11	224	IMPACT	neu	
230	186	1225	230	CPLX2	neu	
1885	232	89	232	ATP6V1G2	neu	
232	70	704	232	SON	neu	
2016	233	28	233	VSNL1	neu	
115	234	1393	234	CACNA2D1	neu	
68	235	329	235	GPRASP1	neu	
362	236	96	236	ATP6AP1	neu	
237	664	82	237	CKB	neu	
109	237	374	237	RAB6B	neu	
29	302	239	239	PTPRS	neu	
143	240	413	240	TCF25	neu	
667	241	214	241	HSBP1	neu	
2021	42	241	241	SNCA	neu	
244	5974	84	244	AP2M1	neu	
77	528	244	244	MARCKS	neu	
23	405	245	245	EIF4G2	neu	
1643	62	247	247	SCN2A	neu	
113	404	248	248	HSPA5	neu	
252	2347	209	252	EIF1	neu	
207	360	253	253	YWHAH	neu	
255	122	489	255	GRIA1	neu	
809	257	38	257	ENC1	neu	
1267	246	257	257	GAD2	neu	
257	386	186	257	PRKACB	neu	
2127	258	161	258	MYL12B	neu	
258	249	635	258	TMOD2	neu	
259	260	971	260	SNAP91	neu	
263	782	39	263	CTSB	neu	
264	304	79	264	MLLT11	neu	
265	2351	232	265	CD200	neu	
321	267	264	267	1700020I14RIK	neu	
269	248	341	269	SF3B1	neu	
1578	271	139	271	TAGLN3	neu	
3157	273	147	273	GABRG2	neu	
273	124	548	273	RAB6A	neu	
241	275	765	275	NTRK2	neu	
275	238	417	275	TCAF1	neu	
276	113	755	276	CST3	neu	
94	277	390	277	PEG3	neu	
628	278	42	278	NDRG3	neu	
116	459	278	278	NEDD4	neu	
305	279	52	279	GSK3B	neu	
3827	187	282	282	FBXW7	neu	
282	1208	263	282	VDAC1	neu	
373	56	284	284	FTH1	neu	
36	284	546	284	MAPT	neu	
302	286	163	286	PRKAR1B	neu	
74	287	1937	287	DNM1	neu	
288	146	639	288	ARF3	neu	
5480	178	288	288	PDE1A	neu	
290	194	469	290	PURB	neu	
1104	294	152	294	ABI2	neu	
875	295	97	295	CNBP	neu	
730	296	134	296	ACOT7	neu	
180	1681	296	296	SRSF5	neu	
69	4627	297	297	CFL1	neu	
297	3	5422	297	GM26917	neu	
153	299	1066	299	NDN	neu	
53	357	300	300	APLP2	neu	
300	226	436	300	PGRMC1	neu	
198	300	1155	300	SLC25A3	neu	
301	199	3135	301	NCDN	neu	
233	303	2348	303	ITM2C	neu	
303	285	414	303	OPCML	neu	
304	251	2910	304	CDK5R1	neu	
1164	305	216	305	ATP6V0B	neu	
307	293	1138	307	RBM39	neu	
248	362	310	310	OGT	neu	
1360	310	50	310	STRBP	neu	
106	311	942	311	DYNC1H1	neu	
1903	312	149	312	ARPP19	neu	
1264	313	237	313	UQCRC2	neu	
318	1222	226	318	MORF4L2	neu	
692	319	191	319	ARAF	neu	
284	320	552	320	GABARAPL1	neu	
228	321	3351	321	NDFIP1	neu	
6215	322	311	322	SYNE1	neu	
569	323	80	323	ATP6V0E2	neu	
323	308	1679	323	CMIP	neu	
587	324	301	324	PNISR	neu	
819	328	62	328	MDH2	neu	
329	330	744	330	MTPN	neu	
476	101	332	332	CYFIP2	neu	
1371	332	75	332	SNAP47	neu	
332	347	273	332	SYT4	neu	
2715	161	334	334	ATP5J	neu	
108	337	867	337	PAFAH1B1	neu	
611	338	302	338	PPP1CB	neu	
835	318	338	338	TAOK1	neu	
339	222	1038	339	CAMK2B	neu	
523	339	145	339	LDHA	neu	
333	340	717	340	DNAJC5	neu	
340	202	343	340	RPS3	neu	
243	342	739	342	DISP2	neu	
494	344	224	344	CHGB	neu	
2805	345	51	345	C11ORF87	neu	
734	346	252	346	ENSA	neu	
150	349	12320	349	MIR6236	neu	
1477	175	349	349	PGM2L1	neu	
350	343	777	350	FAM168A	neu	
1973	352	124	352	ATP6V1C1	neu	
352	418	271	352	ATXN10	neu	
355	952	328	355	FXYD6	neu	
3061	356	157	356	HPRT1	neu	
277	457	356	356	PEA15	neu	
1370	57	357	357	DYNLL1	neu	
1023	358	323	358	PTPRD	neu	
359	205	1744	359	TSPAN3	neu	
848	231	359	359	ZFR	neu	
2105	361	119	361	OTUB1	neu	
363	713	178	363	GNL3L	neu	
3291	365	230	365	NDUFV2	neu	
1311	367	326	367	IDH3B	neu	
369	397	220	369	TMX4	neu	
2280	269	371	371	DYNLRB1	neu	
42	373	1527	373	SCD	neu	
1017	376	192	376	FEZ1	neu	
182	377	729	377	TSC22D1	neu	
403	212	378	378	ATRX	neu	
3473	378	372	378	VPS29	neu	
1037	149	379	379	NTM	neu	
216	393	380	380	NFIB	neu	
721	259	386	386	HSP90B1	neu	
2884	37	387	387	CAMK2N1	neu	
596	73	389	389	CELF2	neu	
2666	391	240	391	SDHB	neu	
2533	290	392	392	ATP5H	neu	
135	1427	394	394	TMEM130	neu	
395	2375	227	395	RCAN2	neu	
390	395	1017	395	RPS9	neu	
2660	396	289	396	ID2	neu	
397	244	1049	397	GLS	neu	
413	398	393	398	RAB3A	neu	
338	399	1437	399	DNER	neu	
401	521	231	401	PFKP	neu	
1095	368	404	404	ZRANB2	neu	
554	50	407	407	PURA	neu	
408	417	320	408	RUFY3	neu	
674	409	307	409	CD81	neu	
411	524	135	411	RNF14	neu	
3759	327	412	412	FKBP3	neu	
874	415	358	415	ADAM22	neu	
223	416	952	416	RSRP1	neu	
3737	221	418	418	NDUFB9	neu	
4971	389	419	419	KCNQ1OT1	neu	
420	778	261	420	ARF1	neu	
2706	424	159	424	CLU	neu	
731	128	425	425	ATP5G3	neu	
498	425	158	425	DNAJA1	neu	
337	3273	427	427	CLSTN3	neu	
2773	98	428	428	DLGAP1	neu	
428	177	832	428	TMEM30A	neu	
169	489	429	429	HMGCS1	neu	
158	430	1187	430	LSAMP	neu	
430	4283	60	430	TUBB4A	neu	
815	171	433	433	SYNJ1	neu	
1265	435	401	435	CTNND2	neu	
6327	198	435	435	GRIA3	neu	
1152	439	327	439	FAM49A	neu	
1858	91	440	440	COX6B1	neu	
2012	442	235	442	ATP6V1H	neu	
1014	443	100	443	SDHA	neu	
2708	131	444	444	COX6C	neu	
351	446	3382	446	SLC24A3	neu	
700	400	448	448	SNHG14	neu	
1864	451	331	451	PSMC1	neu	
379	1175	452	452	DYNC1I1	neu	
452	643	46	452	TECR	neu	
1704	316	454	454	CACNA1E	neu	
454	437	794	454	CAMTA1	neu	
1530	454	128	454	PAK1	neu	
457	359	1069	457	CX3CL1	neu	
6893	458	295	458	RASGRF1	neu	
2956	460	354	460	CKMT1A	neu	
1986	461	398	461	PSMB1	neu	
3208	420	461	461	TPPP	neu	
463	325	970	463	RAB2A	neu	
528	463	305	463	TSPYL4	neu	
464	134	1179	464	PPP3CB	neu	
557	465	43	465	CSDE1	neu	
176	1695	465	465	NSG1	neu	
137	466	1570	466	TIMP2	neu	
973	468	197	468	CCT8	neu	
470	106	692	470	TRIM2	neu	
152	475	939	475	DKK3	neu	
3349	477	437	477	NDUFB10	neu	
478	201	785	478	NBEA	neu	
808	197	478	478	RBM25	neu	
479	247	715	479	FAM171B	neu	
561	480	476	480	MYO5A	neu	
356	481	1715	481	PPP2CA	neu	
482	1239	381	482	CLK1	neu	
483	455	707	483	CADPS	neu	
205	485	1147	485	ADCY1	neu	
2461	486	189	486	EPS15	neu	
368	1030	486	486	MAPRE2	neu	
558	329	487	487	CLCN3	neu	
489	469	1340	489	PSIP1	neu	
4264	490	317	490	OSBPL1A	neu	
491	1100	315	491	ACO2	neu	
2807	179	492	492	COX7B	neu	
2252	492	91	492	GOT1	neu	
778	444	493	493	SULT4A1	neu	
1931	498	335	498	OXR1	neu	
500	243	1263	500	AHI1	neu	
4480	464	500	500	PLS3	neu	
90	500	4276	500	THRA	neu	
4758	388	502	502	NDUFA11	neu	
502	607	31	502	SNRPN	neu	
414	502	4022	502	UBQLN2	neu	
1089	239	504	504	NAP1L5	neu	
4374	504	250	504	TUBA4A	neu	
3644	445	505	505	BRINP1	neu	
118	505	1059	505	GNG2	neu	
1007	506	373	506	NRN1	neu	
4575	355	508	508	NDUFA13	neu	
214	508	1056	508	PTPRN	neu	
145	510	1851	510	PPP2R2C	neu	
797	511	94	511	ACTR2	neu	
78	8482	512	512	ACTG1	neu	
2112	255	513	513	HSPH1	neu	
515	333	669	515	OXCT1	neu	
1819	515	347	515	VDAC3	neu	
517	270	571	517	MYCBP2	neu	
1737	266	517	517	PLK2	neu	
1800	520	174	520	ARL8B	neu	
2026	315	520	520	ARPC1A	neu	
520	268	1508	520	ATXN7L3B	neu	
522	887	269	522	GDI2	neu	
1096	522	475	522	UBE2B	neu	
2868	228	523	523	BRK1	neu	
361	799	525	525	NCL	neu	
525	1483	280	525	PRDX2	neu	
1348	306	527	527	PCLO	neu	
1489	527	298	527	SRPK2	neu	
134	1782	528	528	SLC38A2	neu	
529	129	976	529	GNAQ	neu	
1725	431	531	531	HINT1	neu	
66	533	2961	533	KLC1	neu	
533	1161	431	533	NPM1	neu	
4684	499	534	534	NRIP3	neu	
220	534	695	534	REEP5	neu	
2124	496	535	535	NAPG	neu	
2419	539	434	539	DDX24	neu	
663	541	344	541	DNM1L	neu	
2318	133	541	541	UQCRH	neu	
1049	542	236	542	VDAC2	neu	
1184	543	460	543	ELAVL4	neu	
460	544	3280	544	SARAF	neu	
365	545	3436	545	RNF187	neu	
922	546	408	546	CLCN4-2	neu	
879	547	238	547	SDCBP	neu	
548	33	781	548	PPP3R1	neu	
346	702	549	549	CNTNAP2	neu	
2475	551	377	551	TCEB1	neu	
684	529	554	554	DSTN	neu	
2835	555	382	555	SUCLA2	neu	
360	556	1888	556	LUC7L2	neu	
3670	428	557	557	RBFOX1	neu	
1438	559	259	559	LRPAP1	neu	
432	1814	561	561	EDIL3	neu	
597	276	562	562	LUC7L3	neu	
2635	562	255	562	PSMC5	neu	
738	563	422	563	BEX1	neu	
3070	227	563	563	FRRS1L	neu	
743	564	526	564	RBM5	neu	
5603	403	564	564	UQCRQ	neu	
565	363	2828	565	FBXL16	neu	
3035	72	566	566	COX7A2	neu	
1823	535	568	568	G3BP2	neu	
2136	568	275	568	SELK	neu	
570	476	1874	570	BCL11A	neu	
4114	570	445	570	PCDH9	neu	
364	571	628	571	CLASP2	neu	
572	2163	185	572	GNG3	neu	
1599	572	291	572	VPS35	neu	
573	412	901	573	SERBP1	neu	
10	1283	576	576	EEF2	neu	
314	576	1192	576	MARCH6	neu	
188	2103	578	578	ATP6V0A1	neu	
377	687	579	579	NCAN	neu	
2030	579	572	579	PSMA7	neu	
580	1325	204	580	BZW1	neu	
3896	482	581	581	ATP6V1F	neu	
581	4514	184	581	SEPW1	neu	
745	165	582	582	NCKAP1	neu	
1366	117	583	583	CADM2	neu	
583	1203	292	583	HECTD4	neu	
262	583	2060	583	HNRNPDL	neu	
3723	426	585	585	ATP5G1	neu	
256	585	1268	585	SQSTM1	neu	
2278	586	439	586	PSMB6	neu	
2304	587	365	587	SBNO1	neu	
1946	433	587	587	TCEAL9	neu	
790	274	588	588	KIFAP3	neu	
2552	517	589	589	ATL1	neu	
589	1263	107	589	MAP1LC3B	neu	
1460	589	352	589	SOD1	neu	
201	591	1451	591	DDX3X	neu	
103	592	1899	592	CTNNB1	neu	
4097	478	593	593	NDUFB8	neu	
2289	594	491	594	U2SURP	neu	
2900	561	596	596	CAMK4	neu	
2603	115	598	598	GRM5	neu	
600	422	1397	600	SRSF11	neu	
1045	601	129	601	NARS	neu	
503	936	602	602	AZIN1	neu	
55	604	2544	604	CRMP1	neu	
2437	45	607	607	HPCA	neu	
644	608	93	608	PLD3	neu	
890	609	143	609	CCT7	neu	
609	514	3016	609	RPS24	neu	
2319	610	361	610	PHACTR1	neu	
4987	611	507	611	NLGN3	neu	
3519	390	612	612	UNC80	neu	
613	837	126	613	CBX5	neu	
5433	150	613	613	SORL1	neu	
473	614	3740	614	EID1	neu	
155	615	1018	615	UBA1	neu	
2366	581	617	617	PSMC3	neu	
619	207	787	619	MAPK1	neu	
217	620	881	620	SEPT3	neu	
2971	619	621	621	TMEM50A	neu	
1024	184	622	622	MYT1L	neu	
2845	623	569	623	PRDX5	neu	
91	1648	626	626	NREP	neu	
424	627	2838	627	MAPK8IP2	neu	
662	423	629	629	RPS14	neu	
459	629	3286	629	SYN1	neu	
2402	334	631	631	ROCK2	neu	
634	759	410	634	HNRNPC	neu	
471	2173	636	636	TUBA1B	neu	
568	1662	637	637	GRINA	neu	
3512	637	592	637	SUMO1	neu	
639	341	767	639	PTN	neu	
640	560	1651	640	GLG1	neu	
151	640	1635	640	NISCH	neu	
641	913	480	641	CS	neu	
7977	641	355	641	OMG	neu	
6635	642	294	642	SCN1A	neu	
2007	375	645	645	UBE3A	neu	
2687	646	403	646	PARK7	neu	
2103	265	646	646	PCSK2	neu	
2066	647	108	647	ACTR10	neu	
2264	612	650	650	PSMC6	neu	
1786	242	651	651	SV2B	neu	
4448	654	267	654	VMP1	neu	
655	4131	313	655	RAB7A	neu	
668	656	251	656	SARS	neu	
438	2312	656	656	SRSF3	neu	
752	74	657	657	LPPR4	neu	
2144	657	555	657	TAX1BP1	neu	
657	658	1022	658	RPS3A	neu	
168	700	659	659	CALR	neu	
121	933	660	660	HNRNPH1	neu	
551	660	1030	660	PAFAH1B2	neu	
660	519	1950	660	RNF11	neu	
3108	639	661	661	PSMA6	neu	
661	484	903	661	YWHAQ	neu	
1560	662	345	662	CREBBP	neu	
774	385	663	663	HERC1	neu	
535	665	1455	665	NAV1	neu	
2522	283	665	665	SCN8A	neu	
187	1644	668	668	SYP	neu	
672	1194	360	672	TMBIM6	neu	
293	673	3508	673	IDS	neu	
4496	674	41	674	SCN2B	neu	
6604	414	675	675	NDUFA3	neu	
803	675	369	675	SYNGR3	neu	
4158	676	243	676	NRSN1	neu	
677	262	1065	677	RAB14	neu	
3646	470	678	678	POMP	neu	
678	191	4376	678	SHANK1	neu	
426	746	679	679	APBB1	neu	
679	659	1369	679	TIA1	neu	
171	681	1116	681	CDS2	neu	
681	536	892	681	DMXL2	neu	
440	682	1677	682	NKTR	neu	
997	683	309	683	CCT5	neu	
3636	512	683	683	FAM126B	neu	
683	531	712	683	PRRC2C	neu	
5648	684	447	684	MAT2B	neu	
511	685	1569	685	ERC2	neu	
1888	633	686	686	PAM	neu	
1965	688	102	688	IDH3A	neu	
1773	689	540	689	C11ORF58	neu	
429	691	848	691	RPL8	neu	
726	123	693	693	GAS7	neu	
694	434	782	694	DYNC1I2	neu	
695	421	2051	695	ABR	neu	
707	69	696	696	FKBP1A	neu	
272	697	722	697	SPAG9	neu	
3877	698	664	698	FIS1	neu	
7188	621	699	699	NCEH1	neu	
294	701	1486	701	MAP1A	neu	
975	210	701	701	SH3GL2	neu	
702	3045	177	702	SPIN1	neu	
353	703	2447	703	MTCH1	neu	
920	705	316	705	CPLX1	neu	
327	4226	705	705	RPL9	neu	
1761	707	648	707	COX6A1	neu	
709	381	1752	709	CELF1	neu	
1837	710	649	710	FUT9	neu	
841	272	710	710	GAS5	neu	
710	1179	542	710	PSMD2	neu	
711	6328	497	711	OAZ1	neu	
3207	714	165	714	MICU3	neu	
715	991	364	715	PDHA1	neu	
370	715	972	715	SYNGR1	neu	
716	408	1226	716	PPM1E	neu	
4913	718	449	718	CACNB4	neu	
219	719	932	719	ETNK1	neu	
719	523	1509	719	ITFG1	neu	
101	957	720	720	KIF5A	neu	
1165	723	321	723	PAIP2	neu	
1542	636	724	724	GLRB	neu	
725	1103	706	725	DNM3	neu	
1954	727	90	727	SYNPR	neu	
79	730	1468	730	SRRM2	neu	
1119	733	644	733	RAN	neu	
1669	644	733	733	VAPA	neu	
938	735	318	735	BCLAF1	neu	
735	1258	708	735	MRFAP1	neu	
767	736	61	736	ST13	neu	
737	706	876	737	FUBP1	neu	
670	1141	737	737	NAP1L1	neu	
635	738	1524	738	DYNC1LI2	neu	
313	739	961	739	ASTN1	neu	
6801	252	741	741	NDUFA5	neu	
123	769	742	742	CLIP3	neu	
2226	742	117	742	NCALD	neu	
3313	503	743	743	PSMA2	neu	
785	743	453	743	SCAMP1	neu	
2989	569	746	746	CHD3OS	neu	
1415	749	731	749	NELL2	neu	
10244	392	750	750	OCIAD2	neu	
1040	467	752	752	ATP6V0D1	neu	
7409	752	632	752	COA3	neu	
754	1485	314	754	CTSD	neu	
514	755	2704	755	SERINC3	neu	
7238	756	559	756	MGST3	neu	
756	1074	299	756	NUDT3	neu	
1895	66	756	756	PRKCB	neu	
3539	758	303	758	SLC4A10	neu	
506	760	1303	760	MGEA5	neu	
760	3380	511	760	SRSF2	neu	
617	1307	761	761	RRP1	neu	
1047	761	166	761	TSPYL1	neu	
605	762	1959	762	MEF2A	neu	
5551	462	763	763	UQCR10	neu	
699	764	1348	764	TNIK	neu	
1473	766	133	766	NAPA	neu	
2565	768	441	768	IDH3G	neu	
14	970	769	769	PSAP	neu	
3001	770	495	770	C18ORF32	neu	
770	630	925	770	NACA2	neu	
527	771	1152	771	BSN	neu	
4227	751	773	773	CHMP5	neu	
405	774	1596	774	KCNQ2	neu	
775	567	850	775	AAK1	neu	
1174	775	201	775	PJA1	neu	
472	776	1083	776	AHCYL1	neu	
777	709	2150	777	PKP4	neu	
344	780	2187	780	C6ORF62	neu	
3802	783	304	783	DYNLT3	neu	
1539	513	784	784	SSB	neu	
787	2098	700	787	ACTR1B	neu	
2612	787	713	787	PSMD1	neu	
1279	672	790	790	AMPH	neu	
1328	790	208	790	UBL3	neu	
791	2053	758	791	SLC38A1	neu	
804	553	795	795	TANC2	neu	
3891	796	703	796	PSMB2	neu	
5657	348	796	796	UQCR11	neu	
2941	797	473	797	PSMC4	neu	
1363	798	466	798	TCP1	neu	
1002	479	800	800	MYL6	neu	
3287	800	385	800	SNX10	neu	
747	801	947	801	NEGR1	neu	
2641	802	290	802	TMEM59L	neu	
315	804	908	804	MACF1	neu	
415	2410	804	804	RPL7	neu	
805	622	927	805	EIF3A	neu	
10248	805	797	805	KCNA1	neu	
2128	806	420	806	NDUFV1	neu	
1048	807	285	807	COPG1	neu	
5113	635	807	807	NDUFA8	neu	
807	566	868	807	RPS5	neu	
810	1768	228	810	COX4I1	neu	
1266	811	213	811	NECAP1	neu	
8532	813	768	813	LIN7A	neu	
1585	791	813	813	VBP1	neu	
814	3066	223	814	SET	neu	
1803	814	169	814	SMIM13	neu	
271	815	5282	815	FUS	neu	
965	816	339	816	ZFP207	neu	
817	552	1489	817	TUSC3	neu	
818	140	2993	818	ZBTB20	neu	
4238	618	820	820	NDUFC2	neu	
317	822	2924	822	PNMAL2	neu	
3023	823	432	823	PSMD14	neu	
2225	726	824	824	SEC62	neu	
3377	164	825	825	ATP5J2	neu	
549	825	1099	825	KCNH7	neu	
61	827	2916	827	DDX17	neu	
585	828	3035	828	SCN3B	neu	
666	854	829	829	RAB1	neu	
1063	582	830	830	PSD3	neu	
972	686	831	831	TSN	neu	
445	831	1098	831	UBE2D3	neu	
3204	833	510	833	PSMC2	neu	
1173	834	577	834	STX12	neu	
9384	121	837	837	RASGRP1	neu	
839	1388	396	839	CDC42BPA	neu	
2463	839	529	839	PCMT1	neu	
4145	753	840	840	CISD1	neu	
4997	841	519	841	SUCLG1	neu	
753	842	1610	842	LUC7L	neu	
1733	516	842	842	NRCAM	neu	
8863	845	615	845	GABRA4	neu	
564	846	2155	846	ZFAND5	neu	
3773	441	847	847	ZMAT2	neu	
1336	848	574	848	KIF3A	neu	
5102	849	798	849	NDUFA6	neu	
577	850	2451	850	CELSR2	neu	
5088	394	851	851	FOXP1	neu	
1	851	2062	851	RELN	neu	
487	853	2097	853	EIF5	neu	
853	649	1909	853	ZYG11B	neu	
3214	855	655	855	MTCH2	neu	
857	1177	353	857	PFKM	neu	
468	5642	859	859	MORF4L1	neu	
542	900	861	861	SF3B2	neu	
1700	861	524	861	SLC25A12	neu	
728	10423	862	862	CALB2	neu	
862	3297	430	862	PREPL	neu	
3257	695	863	863	LMO3	neu	
4835	863	610	863	ROGDI	neu	
1683	452	864	864	KIF21A	neu	
6080	869	179	869	LRRC4C	neu	
486	870	1530	870	DCTN2	neu	
1682	754	870	870	SMARCA2	neu	
507	871	1082	871	6330403K07RIK	neu	
2063	795	872	872	LPGAT1	neu	
3716	872	538	872	TIMM17A	neu	
872	1057	312	872	WBP2	neu	
2910	740	875	875	TSPAN5	neu	
876	402	1302	876	EIF4G3	neu	
3375	690	877	877	OLA1	neu	
878	1300	368	878	OCIAD1	neu	
606	879	4002	879	NPDC1	neu	
209	880	1754	880	AFF4	neu	
455	976	880	880	GNB2L1	neu	
543	1089	882	882	HMGCR	neu	
402	2165	883	883	RAB11FIP4	neu	
766	886	2094	886	AP3B2	neu	
887	4804	642	887	ZNF512B	neu	
348	6245	888	888	DDX39B	neu	
1145	820	889	889	CDC42SE2	neu	
889	603	1587	889	KIAA1109	neu	
2169	890	319	890	USP14	neu	
891	1032	488	891	HNRNPU	neu	
1957	406	891	891	HOMER1	neu	
590	892	2556	892	MAGEE1	neu	
2194	366	895	895	PLCB1	neu	
1562	895	586	895	RAP1GDS1	neu	
